trial,inSync,response,isFeedback,srcFile,day,session,heartRate,heartRateSD
0,0,1,0,sub04fbtr1,1,1,65.0,6.6
1,1,0,0,sub04fbtr1,1,1,62.2,11.0
2,1,0,0,sub04fbtr1,1,1,67.5,3.9
3,1,0,0,sub04fbtr1,1,1,68.1,8.5
4,1,0,0,sub04fbtr1,1,1,68.4,1.3
5,1,0,0,sub04fbtr1,1,1,69.0,2.8
6,0,1,0,sub04fbtr1,1,1,67.3,2.8
7,1,1,0,sub04fbtr1,1,1,64.7,12.5
8,1,0,0,sub04fbtr1,1,1,65.3,4.0
9,1,0,0,sub04fbtr1,1,1,67.2,1.7
10,1,0,0,sub04fbtr1,1,1,69.4,3.6
11,1,0,0,sub04fbtr1,1,1,65.3,4.3
12,0,0,0,sub04fbtr1,1,1,59.4,5.2
13,1,1,0,sub04fbtr1,1,1,64.2,1.3
14,1,0,0,sub04fbtr1,1,1,68.8,10.5
15,1,1,0,sub04fbtr1,1,1,65.4,18.8
16,1,0,0,sub04fbtr1,1,1,63.4,2.8
17,1,0,0,sub04fbtr1,1,1,64.4,1.3
18,0,0,0,sub04fbtr1,1,1,67.9,11.3
19,0,0,0,sub04fbtr1,1,1,59.3,3.7
20,0,0,1,sub04fbtr1A,1,1A,67.6,1.1
21,1,1,1,sub04fbtr1A,1,1A,69.4,11.5
22,1,0,1,sub04fbtr1A,1,1A,67.3,3.0
23,1,1,1,sub04fbtr1A,1,1A,69.5,1.7
24,1,1,1,sub04fbtr1A,1,1A,66.3,11.0
25,1,1,1,sub04fbtr1A,1,1A,76.9,1.7
26,0,0,1,sub04fbtr1A,1,1A,73.0,1.8
27,1,1,1,sub04fbtr1A,1,1A,66.9,4.0
28,1,1,1,sub04fbtr1A,1,1A,72.2,2.1
29,1,0,1,sub04fbtr1A,1,1A,69.8,1.1
30,1,1,1,sub04fbtr1A,1,1A,74.2,8.1
31,1,1,1,sub04fbtr1A,1,1A,67.6,2.8
32,0,1,1,sub04fbtr1A,1,1A,69.1,1.7
33,1,0,1,sub04fbtr1A,1,1A,69.2,5.4
34,1,1,1,sub04fbtr1A,1,1A,65.8,3.2
35,1,1,1,sub04fbtr1A,1,1A,68.5,1.4
36,1,1,1,sub04fbtr1A,1,1A,74.4,2.2
37,0,1,0,sub04fbtr2,2,2,66.0,1.0
38,1,1,0,sub04fbtr2,2,2,64.7,0.9
39,1,0,0,sub04fbtr2,2,2,67.7,4.8
40,1,0,0,sub04fbtr2,2,2,64.9,1.9
41,1,1,0,sub04fbtr2,2,2,63.8,4.1
42,1,1,0,sub04fbtr2,2,2,64.9,1.7
43,0,0,0,sub04fbtr2,2,2,66.0,2.4
44,1,0,0,sub04fbtr2,2,2,66.7,2.2
45,1,0,0,sub04fbtr2,2,2,65.6,1.4
46,1,1,0,sub04fbtr2,2,2,67.2,3.7
47,1,0,0,sub04fbtr2,2,2,66.5,1.1
48,1,1,0,sub04fbtr2,2,2,67.5,1.4
49,0,0,0,sub04fbtr2,2,2,65.4,1.8
50,1,1,0,sub04fbtr2,2,2,70.3,1.9
51,1,1,0,sub04fbtr2,2,2,67.0,1.1
52,1,0,0,sub04fbtr2,2,2,66.3,1.1
53,1,1,0,sub04fbtr2,2,2,66.9,1.6
54,1,1,0,sub04fbtr2,2,2,67.7,1.4
55,0,0,0,sub04fbtr2,2,2,67.1,2.4
56,0,1,0,sub04fbtr2,2,2,67.3,1.2
57,0,0,1,sub04fbtr2A,2,2A,67.6,1.8
58,1,1,1,sub04fbtr2A,2,2A,73.8,8.1
