trial,inSync,response,isFeedback,srcFile,day,session,heartRate,heartRateSD
0,1,1,0,sub29fbtr1,1,1,76.9,2.8
1,0,0,0,sub29fbtr1,1,1,77.6,4.8
2,1,0,0,sub29fbtr1,1,1,77.8,3.4
3,0,0,0,sub29fbtr1,1,1,80.3,4.2
4,1,1,0,sub29fbtr1,1,1,75.7,3.5
5,1,1,0,sub29fbtr1,1,1,80.5,4.4
6,1,1,0,sub29fbtr1,1,1,76.5,4.7
7,0,0,0,sub29fbtr1,1,1,82.7,4.5
8,0,1,0,sub29fbtr1,1,1,81.7,4.3
9,0,0,0,sub29fbtr1,1,1,83.8,2.9
10,0,1,0,sub29fbtr1,1,1,82.3,3.7
11,1,1,0,sub29fbtr1,1,1,74.6,4.7
12,0,0,0,sub29fbtr1,1,1,80.3,4.4
13,0,0,0,sub29fbtr1,1,1,84.3,5.9
14,0,0,0,sub29fbtr1,1,1,83.6,2.5
15,0,0,0,sub29fbtr1,1,1,82.7,3.1
16,1,1,0,sub29fbtr1,1,1,83.2,4.6
17,1,1,0,sub29fbtr1,1,1,82.4,4.3
18,1,1,0,sub29fbtr1,1,1,85.2,2.5
19,1,0,0,sub29fbtr1,1,1,83.8,7.6
20,0,0,1,sub29fbtr1A,1,1A,71.3,4.5
21,1,1,1,sub29fbtr1A,1,1A,80.8,2.8
22,1,0,1,sub29fbtr1A,1,1A,78.8,5.5
23,1,1,1,sub29fbtr1A,1,1A,81.6,4.6
24,0,0,1,sub29fbtr1A,1,1A,85.5,4.8
25,1,1,1,sub29fbtr1A,1,1A,78.3,4.1
26,0,0,1,sub29fbtr1A,1,1A,79.0,5.1
27,1,1,1,sub29fbtr1A,1,1A,84.4,4.0
28,1,1,1,sub29fbtr1A,1,1A,84.1,4.6
29,0,0,1,sub29fbtr1A,1,1A,88.7,2.8
30,0,0,1,sub29fbtr1A,1,1A,80.1,4.4
31,0,0,1,sub29fbtr1A,1,1A,84.6,5.2
32,0,0,1,sub29fbtr1A,1,1A,78.1,6.5
33,0,0,1,sub29fbtr1A,1,1A,77.4,4.0
34,1,1,1,sub29fbtr1A,1,1A,83.3,3.5
35,0,0,1,sub29fbtr1A,1,1A,82.1,2.0
36,1,0,1,sub29fbtr1A,1,1A,90.6,6.5
37,1,1,1,sub29fbtr1A,1,1A,88.4,5.7
38,0,1,1,sub29fbtr1A,1,1A,90.2,5.5
39,1,1,1,sub29fbtr1A,1,1A,83.1,3.3
40,0,0,0,sub29fbtr2,2,2,86.4,7.1
41,1,1,0,sub29fbtr2,2,2,91.2,3.7
42,1,1,0,sub29fbtr2,2,2,92.0,11.1
43,0,0,0,sub29fbtr2,2,2,98.6,8.7
44,0,0,0,sub29fbtr2,2,2,90.4,4.4
45,0,0,0,sub29fbtr2,2,2,88.6,4.6
46,1,1,0,sub29fbtr2,2,2,95.8,5.7
47,0,1,0,sub29fbtr2,2,2,87.3,5.4
48,0,0,0,sub29fbtr2,2,2,88.0,3.9
49,0,0,0,sub29fbtr2,2,2,94.7,5.8
50,1,1,0,sub29fbtr2,2,2,96.4,3.4
51,1,1,0,sub29fbtr2,2,2,95.7,7.4
52,1,1,0,sub29fbtr2,2,2,96.9,5.6
53,1,1,0,sub29fbtr2,2,2,92.9,5.2
54,1,1,0,sub29fbtr2,2,2,93.2,7.8
55,1,1,0,sub29fbtr2,2,2,92.2,4.5
56,0,0,0,sub29fbtr2,2,2,93.3,4.5
57,0,0,0,sub29fbtr2,2,2,89.4,4.3
58,1,0,0,sub29fbtr2,2,2,90.7,7.6
59,0,0,0,sub29fbtr2,2,2,92.7,3.8
60,1,1,1,sub29fbtr2A,2,2A,105.9,6.5
61,0,1,1,sub29fbtr2A,2,2A,111.2,7.5
62,0,0,1,sub29fbtr2A,2,2A,104.7,7.0
63,0,1,1,sub29fbtr2A,2,2A,102.9,4.0
64,1,1,1,sub29fbtr2A,2,2A,102.4,5.0
65,1,1,1,sub29fbtr2A,2,2A,100.5,4.7
66,0,0,1,sub29fbtr2A,2,2A,96.8,3.7
67,1,1,1,sub29fbtr2A,2,2A,97.3,7.6
68,1,1,1,sub29fbtr2A,2,2A,96.0,7.6
69,1,1,1,sub29fbtr2A,2,2A,99.4,1.8
70,1,1,1,sub29fbtr2A,2,2A,99.4,2.4
71,1,1,1,sub29fbtr2A,2,2A,96.4,2.8
72,0,0,1,sub29fbtr2A,2,2A,105.4,4.8
73,0,0,1,sub29fbtr2A,2,2A,90.2,4.9
74,1,0,1,sub29fbtr2A,2,2A,98.1,4.1
75,0,1,1,sub29fbtr2A,2,2A,101.1,3.3
76,0,0,1,sub29fbtr2A,2,2A,95.4,3.9
77,1,1,1,sub29fbtr2A,2,2A,87.9,7.5
78,0,0,1,sub29fbtr2A,2,2A,96.6,3.4
79,0,0,1,sub29fbtr2A,2,2A,97.9,3.4
80,1,1,0,sub29fbtr3,3,3,73.0,2.7
81,0,0,0,sub29fbtr3,3,3,78.5,5.9
82,0,0,0,sub29fbtr3,3,3,81.4,3.5
83,1,1,0,sub29fbtr3,3,3,78.5,8.6
84,0,0,0,sub29fbtr3,3,3,81.6,4.9
85,1,1,0,sub29fbtr3,3,3,80.0,2.5
86,1,1,0,sub29fbtr3,3,3,82.2,4.3
87,0,0,0,sub29fbtr3,3,3,80.9,4.9
88,0,0,0,sub29fbtr3,3,3,80.7,4.0
89,1,1,0,sub29fbtr3,3,3,83.7,5.0
90,1,1,0,sub29fbtr3,3,3,79.5,5.1
91,1,1,0,sub29fbtr3,3,3,80.1,6.8
92,0,0,0,sub29fbtr3,3,3,77.0,10.3
93,0,0,0,sub29fbtr3,3,3,82.1,6.3
94,1,1,0,sub29fbtr3,3,3,82.3,7.0
95,0,0,0,sub29fbtr3,3,3,81.1,6.5
96,1,0,0,sub29fbtr3,3,3,78.9,3.8
97,1,1,0,sub29fbtr3,3,3,83.2,5.8
98,0,0,0,sub29fbtr3,3,3,83.1,6.5
99,0,0,0,sub29fbtr3,3,3,83.6,3.2
100,1,1,1,sub29fbtr3A,3,3A,89.9,5.7
101,1,1,1,sub29fbtr3A,3,3A,86.4,4.7
102,0,0,1,sub29fbtr3A,3,3A,87.3,4.0
103,0,0,1,sub29fbtr3A,3,3A,86.7,4.2
104,0,0,1,sub29fbtr3A,3,3A,82.0,7.0
105,1,1,1,sub29fbtr3A,3,3A,80.1,4.4
106,0,0,1,sub29fbtr3A,3,3A,80.8,6.5
107,0,0,1,sub29fbtr3A,3,3A,91.3,3.8
108,1,1,1,sub29fbtr3A,3,3A,81.5,6.1
109,1,1,1,sub29fbtr3A,3,3A,76.1,6.0
110,0,0,1,sub29fbtr3A,3,3A,84.8,5.6
111,1,1,1,sub29fbtr3A,3,3A,80.3,7.2
112,0,0,1,sub29fbtr3A,3,3A,78.5,5.2
113,0,0,1,sub29fbtr3A,3,3A,81.2,3.4
114,1,1,1,sub29fbtr3A,3,3A,92.3,7.4
115,1,1,1,sub29fbtr3A,3,3A,86.0,5.0
116,1,1,1,sub29fbtr3A,3,3A,82.0,5.3
117,0,0,1,sub29fbtr3A,3,3A,81.6,2.8
118,0,0,1,sub29fbtr3A,3,3A,88.1,9.3
119,1,1,1,sub29fbtr3A,3,3A,90.6,7.0
120,0,0,0,sub29fbtr4,4,4,77.2,3.3
121,1,1,0,sub29fbtr4,4,4,84.7,4.8
